id,theory_id,principle_id,name,instruction,priority,active
3d55728f-51eb-5872-b3c1-878ea42d13dd,a5def1ed-618d-51d9-8c32-b5dfa34b2889,9fa8ce7e-95e0-58ba-939c-45f6a50dd865,Prever retomada focalizada,"Para o ponto de verificação, ofereça uma retomada breve com outro exemplo se a relação conceitual não estiver compreendida e uma tarefa de aprofundamento se estiver. Deixe a decisão de progressão ao professor, sem inferi-la apenas da conclusão da tarefa.",80,true
61845e47-4d10-58bf-b5bf-c36e2065ba70,a5def1ed-618d-51d9-8c32-b5dfa34b2889,7045693d-e9df-5579-84c2-dd45bc047521,Propor um caso novo,"No encerramento, apresente um caso diferente dos exemplos resolvidos e solicite o uso justificado do conceito central. Se o caso for criado para fins didáticos, identifique-o como hipotético e não o atribua à audiência.",100,true
9925e496-d08c-5d02-b6b2-c7a950b5b95b,a5def1ed-618d-51d9-8c32-b5dfa34b2889,7045693d-e9df-5579-84c2-dd45bc047521,Avaliar relações e transferência,"Inclua critérios para observar correção conceitual, relação com o novo caso e justificativa. Não use concordância com o posicionamento do material, repetição de definições ou acerto isolado como prova de aprendizagem significativa.",100,true
c285beff-9cc8-5aae-948c-8f238a211985,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,2c4828b3-b9eb-5c38-8ce9-a445faa7818a,Definir relações estruturantes,Delimite até três conceitos ou relações indispensáveis à habilidade selecionada e indique como cada um será investigado nos excertos. Apresente a questão social que dá sentido à investigação.,80,true
74725836-b6fc-5c4d-9dbf-e4e223b2ad9d,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,2c4828b3-b9eb-5c38-8ce9-a445faa7818a,Generalizar com limites,"Após os exemplos, solicite que os estudantes formulem uma relação geral e testem seu alcance em outro caso. Inclua uma pergunta sobre situações em que a generalização não se aplica.",80,true
5e38d0c6-b87e-5c8e-934d-31f33fcdfb0a,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,5f6ed925-138b-52a7-9899-2b8a10c87f74,Organizar investigação guiada,"Apresente um problema interpretativo e excertos suficientes para investigá-lo. Proponha perguntas graduadas de observação, comparação e formulação de uma explicação; reserve a síntese para depois da investigação.",100,true
a07010dd-445b-51e8-a878-593fd6a5be6a,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,5f6ed925-138b-52a7-9899-2b8a10c87f74,Disponibilizar pistas graduadas,"Forneça ao professor duas pistas opcionais: uma que direcione a atenção para a evidência e outra que explicite uma relação parcial. Oriente seu uso conforme a dificuldade observada, preservando uma decisão intelectual a cargo do estudante.",100,true
323d8993-5ed7-57e9-8602-e95799361761,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,0368e28d-93b2-5388-8397-4f19435fa3e5,Articular representações pertinentes,"Quando útil ao conceito, combine uma ação de organização ou comparação, uma representação visual e uma formulação verbal ou simbólica. Explique a correspondência entre elas e ofereça alternativa textual para a imagem.",80,true
67462fc7-179d-5389-bd06-96d4b5f9bb5f,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,0368e28d-93b2-5388-8397-4f19435fa3e5,Verificar a passagem entre representações,"Peça ao estudante que explique em texto uma relação de um esquema, ou que represente em esquema uma relação textual. Avalie a correspondência conceitual; não classifique estudantes como visuais, auditivos ou cinestésicos.",80,true
4c0e32de-c6b5-5e1c-a682-5b93c645b7a4,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,1b6663cc-3a88-574b-91bb-965ada175524,Apresentar uma incerteza investigável,"Inicie a atividade com uma pergunta cuja resposta exija examinar evidências e seja compatível com os conhecimentos da turma. Delimite o material e o produto esperado, evitando perguntas vagas ou controvérsia apenas para provocar reação.",80,true
5f411f5d-7fb5-52e5-b4d2-ca51a50eeca6,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,1b6663cc-3a88-574b-91bb-965ada175524,Sustentar a exploração,"Preveja uma pausa para os estudantes registrarem o que já descobriram, quais alternativas permanecem e qual evidência falta. Se os dados forem insuficientes, indique a necessidade de complemento em vez de inventar uma resposta.",80,true
cbaa3ba3-05bb-574b-9180-a97e7f85ece7,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,d1ad2d8e-387c-5e5b-84b6-2b21c1c20149,Planejar uma revisita,"Quando houver sequência de aulas, indique um conceito já trabalhado e uma nova questão que amplie sua complexidade. Explicite o conhecimento retomado e o avanço esperado; na ausência de histórico, apresente a retomada como proposta para validação docente.",60,true
79fdc0af-ad70-582e-ac7e-0612ebfb0d46,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,d1ad2d8e-387c-5e5b-84b6-2b21c1c20149,Tornar visível o aprofundamento,"Na revisita, peça comparação com uma produção anterior e registro de uma nova distinção, relação ou aplicação. Evite tratar a simples repetição do conteúdo como evidência de aprofundamento.",60,true
df581690-4efe-5e4e-89a1-a6c8cd7433b5,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,2473fab0-d84d-55e1-96e4-d64a40d42bd2,Selecionar contrastes instrutivos,Disponha dois ou mais exemplos que permitam identificar a relação central e um contraste que impeça uma generalização indevida. Explique ao professor a função de cada exemplo na sequência.,80,true
24bd64b9-1eba-562d-a8fb-7e136803740c,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,2473fab0-d84d-55e1-96e4-d64a40d42bd2,Adiar formalização sem base,"Antes de apresentar uma definição ou notação abstrata, proponha a identificação da relação nos casos examinados. Inclua uma verificação breve e uma representação intermediária se a turma ainda não conseguir explicá-la.",80,true
28e7cb54-bd5a-5df9-b21a-f15d91aad048,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,35e3c4bb-f760-5109-98ca-e7ee3e35a55c,Fornecer devolutiva utilizável,"Inclua critérios de feedback que localizem a relação ou evidência a revisar e indiquem uma próxima ação. Evite devolver apenas certo ou errado, elogio genérico ou a resposta integral antes da nova tentativa.",80,true
aa0ec47c-c9b6-57fd-838a-7693f90286ce,9c4a3238-abf3-5d26-9c92-c1e1a3d48fa0,35e3c4bb-f760-5109-98ca-e7ee3e35a55c,Promover revisão autônoma,"Após a devolutiva, solicite uma nova versão e a explicação da mudança. Disponibilize uma lista curta de critérios para que o estudante confira sua produção antes da intervenção seguinte do professor.",80,true
44bfd57b-1ad0-54dc-ba95-a0aa40106088,f495a6f8-7258-57ee-bf1e-9213017ff474,fc56b815-54de-57ab-b6bc-813377f79c41,Contextualizar a fonte,"Apresente, a partir dos metadados disponíveis, quem fala, em qual situação institucional, sobre qual problema e em que data. Indique informações ausentes e proponha uma pergunta sobre como o contexto participa da construção de sentidos.",100,true
22c5c589-64fa-5f7d-9131-4bbb3601b79a,f495a6f8-7258-57ee-bf1e-9213017ff474,fc56b815-54de-57ab-b6bc-813377f79c41,Relacionar práticas e significados,"Peça que os estudantes comparem o uso de um termo na audiência e em uma situação conhecida, identificando o que muda conforme a prática social. Não atribua experiências ou crenças homogêneas à turma.",80,true
0ffffe85-59a0-5c84-9874-c8c1222ec256,f495a6f8-7258-57ee-bf1e-9213017ff474,7b0d253c-7134-54c2-bcc0-0f26cd9a6216,Propor um instrumento de análise,"Forneça um quadro ou roteiro que ajude a relacionar afirmação, evidência e justificativa. Modele uma entrada e peça que os estudantes usem o instrumento para examinar outro excerto, explicando suas escolhas.",80,true
c79101c5-d9a7-5b5d-88a4-229acd0c17b9,f495a6f8-7258-57ee-bf1e-9213017ff474,7b0d253c-7134-54c2-bcc0-0f26cd9a6216,Explicitar a função do recurso,Inclua uma questão sobre como o quadro ou roteiro ajudou a organizar o raciocínio e quais limites apresentou. Ofereça uma versão simplificada ou textual quando necessário à participação.,60,true
1c639c5f-94cc-5e1b-867a-38a87e48307e,f495a6f8-7258-57ee-bf1e-9213017ff474,b19ab5c0-dfc7-5208-aacf-7055c10a12fc,Estruturar reciprocidade,"Proponha uma atividade em dupla ou grupo com interpretação inicial, paráfrase da interpretação do colega e resposta fundamentada. Defina um produto comum que registre convergências e divergências, sem exigir consenso.",100,true
ba7bed6e-d143-58a1-b608-1d9dbaded9e2,f495a6f8-7258-57ee-bf1e-9213017ff474,b19ab5c0-dfc7-5208-aacf-7055c10a12fc,Observar o intercâmbio,"Inclua critérios para o professor observar pedidos de esclarecimento, retomada da fala do outro e reformulação de significados. Não use número de mensagens ou mera divisão de tarefas como evidência suficiente de interação formativa.",80,true
b21dcee3-75ee-5fe0-b41d-cf613aa2d8e2,f495a6f8-7258-57ee-bf1e-9213017ff474,37d7707e-7da2-5659-9e79-67a336f8681e,Comparar desempenho independente e assistido,Preveja uma tentativa individual breve e uma tarefa relacionada com ajuda do professor ou de um colega. Indique quais aspectos do desempenho observar em cada condição; não estime a zona apenas pela idade ou pelo ano escolar.,100,true
cb3cf7d2-5412-564b-aed8-54ea9b418836,f495a6f8-7258-57ee-bf1e-9213017ff474,37d7707e-7da2-5659-9e79-67a336f8681e,Ajustar o apoio pela resposta,"Disponibilize perguntas de apoio e uma tarefa de continuidade, para seleção docente conforme as respostas observadas. Não declare que a atividade está na zona de desenvolvimento proximal antes dessa observação.",100,true
0c0fbac9-e7f1-53bc-9afd-9e53edbeb6cf,f495a6f8-7258-57ee-bf1e-9213017ff474,14708ece-8fb6-5ded-9cdd-f642b725979b,Articular produção coletiva e individual,"Após a análise colaborativa, solicite uma interpretação individual de outro trecho, em palavras próprias. Explicite qual relação conceitual deve ser mobilizada e preserve oportunidade de consulta compatível com o objetivo docente.",80,true
38e7034c-ff28-565c-a0e9-d9a2cab35978,f495a6f8-7258-57ee-bf1e-9213017ff474,14708ece-8fb6-5ded-9cdd-f642b725979b,Examinar a apropriação,"Peça ao estudante que identifique uma contribuição da interação e como a utilizou em sua explicação. Trate essa produção como indício para acompanhamento, sem afirmar que uma única resposta comprova internalização.",80,true
d0046390-a0de-5f49-a04e-37d2a372298a,f495a6f8-7258-57ee-bf1e-9213017ff474,5613e69a-7215-5367-bcd8-7f542505c873,Planejar verbalmente a tarefa,"Antes de uma análise complexa, peça um plano curto com o que procurar, como comparar as fontes e como justificar a conclusão. Ofereça um modelo incompleto que possa ser adaptado, sem impor formulações idênticas.",80,true
0eab1c25-f19a-5545-90ba-0fe34543fdf7,f495a6f8-7258-57ee-bf1e-9213017ff474,5613e69a-7215-5367-bcd8-7f542505c873,Retomar o plano,"Durante ou após a tarefa, solicite que o estudante compare seu procedimento com o plano e explique uma mudança necessária. Use o registro para orientar a mediação, e não para inferir estados mentais não observados.",60,true
52ba0473-57fd-58fd-9fdf-b7f005365185,f495a6f8-7258-57ee-bf1e-9213017ff474,5813ba30-6ecc-5795-b96a-ef5e496bb93e,Investigar sentidos de um conceito,"Selecione um termo central e solicite significados iniciais, exemplos e usos nos excertos. Oriente a comparação com uma definição de referência fornecida, distinguindo uso cotidiano, técnico e institucional quando houver evidência.",80,true
39a404b4-6b88-573a-83e8-25e0551a6997,f495a6f8-7258-57ee-bf1e-9213017ff474,5813ba30-6ecc-5795-b96a-ef5e496bb93e,Reelaborar a definição,"Após o diálogo, peça uma definição provisória acompanhada de exemplo, limite de aplicação e justificativa da mudança em relação à formulação inicial. Não reduza a avaliação à reprodução literal da definição de referência.",80,true
4c8217df-d033-5b61-81d3-deb823381d27,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,7bed4349-3cad-50a0-98cf-2f33b580df57,Abrir perguntas ao diálogo,"Inclua uma pergunta problematizadora e um momento para os estudantes formularem questões próprias. Oriente o professor a incorporar ao menos uma questão pertinente ao percurso, em vez de conduzir toda discussão a uma resposta previamente imposta.",100,true
b4766ddf-a0d9-5604-b217-59915fba6e3a,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,7bed4349-3cad-50a0-98cf-2f33b580df57,Registrar escuta e resposta,"Preveja turnos de escuta, pedido de esclarecimento e resposta à contribuição de outro participante. Avalie a fundamentação e a consideração das falas, preservando discordâncias respeitosas.",80,true
0308093c-d254-57da-8a06-7f76b881c238,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,f92d8ff8-f0ea-54ac-9389-994e585f994b,Formular um problema social,"A partir do debate, formule uma questão sobre as condições que produzem o problema, os grupos afetados e as alternativas discutidas. Disponibilize evidências para investigá-la; não apresente desigualdades ou decisões políticas como inevitáveis.",100,true
9c4f7362-f35c-5512-a4d5-56fc9282eb1b,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,f92d8ff8-f0ea-54ac-9389-994e585f994b,Examinar explicações alternativas,"Solicite comparação de explicações para o problema, com identificação de evidências, pressupostos e informações ausentes. Evite um exercício em que só se pede a repetição da posição do autor ou do professor.",80,true
acbd56c5-d431-5261-a1b9-04953fbde81c,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,eec73523-6cce-5590-8529-3dd265585fba,Investigar pertinência temática,Proponha uma sondagem de situações e perguntas que preocupam a turma e uma comparação com o tema da audiência. Identifique a sugestão do sistema como tema candidato até a validação dialogada com os estudantes.,100,true
b43c273e-8198-5daf-a921-47cfa75339ed,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,eec73523-6cce-5590-8529-3dd265585fba,Delimitar o tema com os sujeitos,"Inclua uma etapa para escolher ou reformular coletivamente a questão de estudo a partir da sondagem. Registre a relação entre a questão escolhida e as situações relatadas, sem inventar depoimentos nem exigir exposição pessoal.",80,true
a671e2af-7773-5f0c-8885-11bded916000,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,8151eb54-d7af-5af5-a0ae-c3ccba060f86,Representar uma situação para análise,"Selecione uma situação documentada e apresente-a por excerto contextualizado, descrição ou imagem disponível. Identifique sua origem; se criar uma situação didática, marque-a como hipotética, sem atribuir falas inventadas aos participantes.",80,true
e62ec6d0-b34e-5a8c-bde0-61549258e54b,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,8151eb54-d7af-5af5-a0ae-c3ccba060f86,Decodificar relações,"Organize perguntas sobre o que aparece na situação, quem participa, quais relações a sustentam, o que permanece ausente e como se conecta ao contexto mais amplo. Solicite retorno à fonte para justificar a interpretação.",80,true
469d2698-2372-5a28-83eb-dfc5f5c61f6c,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,0fdc9919-d112-517a-a30a-ab9f7b7cf5c7,Converter curiosidade em investigação,"Peça que uma dúvida inicial seja reformulada como pergunta examinável e que se indiquem fontes e critérios para respondê-la. Diferencie afirmação da audiência, evidência documental e interpretação do estudante.",100,true
df1b9e88-ad98-5c16-926c-59c442ff55d9,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,0fdc9919-d112-517a-a30a-ab9f7b7cf5c7,Revisar criticamente a explicação,Solicite que os estudantes confrontem sua explicação inicial com as evidências e registrem uma revisão ou uma dúvida persistente. Não trate opinião de autoridade como comprovação suficiente nem ridicularize o conhecimento inicial.,100,true
8ba41f8e-a062-5e7e-a14e-ad980fd28a73,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,393205a1-3228-529e-92d6-84558f34574d,Vincular análise e proposta,"Quando o objetivo envolver participação social, solicite uma proposta relacionada ao problema investigado, com justificativa, destinatários, condições de realização e efeitos esperados. Diferencie planejamento, simulação didática e ação efetivamente realizada.",80,true
7036df89-7c49-5904-a598-8f5c53f245c2,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,393205a1-3228-529e-92d6-84558f34574d,Refletir sobre a intervenção,"Se uma ação for realizada, proponha análise dos efeitos observados e possíveis revisões; se permanecer no plano, solicite exame de limites e consequências possíveis. Não invente impacto social nem publique produções sem decisão docente e dos responsáveis pertinentes.",80,true
287cd0e9-07b1-5168-ae97-c7fa291f6584,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,439cc623-1a82-5e7d-af4a-df2ed9021ed5,Preservar decisão fundamentada,"Ofereça possibilidades de posicionamento ou de formulação de proposta e critérios comuns de evidência, coerência e respeito à dignidade humana. Não defina a concordância político-partidária como resposta correta.",100,true
21eab141-42f2-5149-8652-a19875c9976d,a38d805d-2adc-5e33-b1c7-61aeb33a95bd,439cc623-1a82-5e7d-af4a-df2ed9021ed5,Prever mediação de conflitos,"Inclua orientações ao professor para questionar generalizações, discriminação e ataques pessoais, distinguindo crítica a argumentos de desqualificação de pessoas. Preserve espaço de reformulação e participação sem exigir revelação de crenças ou experiências íntimas.",100,true
015a4fcf-d54a-55d6-ae16-19f8259f6fd8,53ffc02e-9782-5cba-8260-4f6daa9dab86,fe6918bc-7022-5a4c-91af-83b88c099ac3,Relacionar decisão e consequências,"Proponha uma decisão vinculada ao problema estudado e peça antecipação fundamentada de consequências. Se usar simulação, explicite suas condições e limites, sem apresentar seus resultados como fatos do mundo real.",100,true
a7cf1670-273b-5fb4-98e1-31a5379222e4,53ffc02e-9782-5cba-8260-4f6daa9dab86,fe6918bc-7022-5a4c-91af-83b88c099ac3,Examinar o que a ação ensinou,"Após a atividade, solicite que os estudantes relacionem a decisão tomada, as consequências observadas ou simuladas e o que passaram a compreender. Distinga observação, previsão e hipótese.",100,true
ddc70d65-cdc4-5ade-a7dd-fad0373fb92c,53ffc02e-9782-5cba-8260-4f6daa9dab86,dd7d7a15-4dcb-5cda-9c88-f3d2f77e70fc,Conectar experiências,"Inclua uma retomada de experiência ou investigação anterior pertinente e explique como ela ajuda a formular o novo problema. Se não houver informação sobre a turma, proponha uma sondagem em vez de presumir a experiência.",80,true
7f168697-9762-5467-9b12-2eef84049fe0,53ffc02e-9782-5cba-8260-4f6daa9dab86,dd7d7a15-4dcb-5cda-9c88-f3d2f77e70fc,Projetar continuidade,"Ao concluir, solicite uma nova questão ou aplicação decorrente do que foi aprendido e indique uma atividade posterior viável. Explicite a conexão conceitual entre as duas experiências.",60,true
5528cc47-26b6-510f-a2d0-6689e0c9b137,53ffc02e-9782-5cba-8260-4f6daa9dab86,d25531a3-210d-56c2-8193-bff5aeb58375,Explicitar a finalidade,"Apresente um problema cuja relevância possa ser discutida pelos estudantes e explique o que sua investigação permite compreender. Ofereça uma escolha delimitada de questão ou exemplo, preservando o objetivo curricular.",80,true
8de3acfc-8802-5aed-ac1b-a6acf57bceec,53ffc02e-9782-5cba-8260-4f6daa9dab86,d25531a3-210d-56c2-8193-bff5aeb58375,Vincular esforço e propósito,"Para uma etapa exigente, indique como ela contribui para responder ao problema e ofereça um apoio pertinente. Não substitua o objetivo de aprendizagem por competição, pontuação ou entretenimento sem função investigativa.",60,true
0210354c-84f5-5a89-89fd-68ddf214fffc,53ffc02e-9782-5cba-8260-4f6daa9dab86,3ed98bc5-39cd-5c60-83df-72ff9653c649,Organizar uma investigação viável,"Delimite o problema, forneça fontes pertinentes e solicite hipóteses explicativas e critérios para examiná-las. Indique o que pode ser investigado na aula e quais dados exigiriam complementação.",100,true
382ab58e-9a06-5faa-b486-b287491e376e,53ffc02e-9782-5cba-8260-4f6daa9dab86,3ed98bc5-39cd-5c60-83df-72ff9653c649,Examinar hipóteses com evidências,"Peça comparação entre as previsões ou implicações de cada hipótese e as evidências disponíveis. Inclua a possibilidade de revisão ou conclusão inconclusiva, sem produzir confirmação artificial para uma hipótese preferida.",100,true
aa40e400-7f38-5f90-ad18-fc02c04e722a,53ffc02e-9782-5cba-8260-4f6daa9dab86,d2acd2ee-04dc-594a-b17d-12fad7809ed4,Analisar o percurso,"Após a investigação, peça que os estudantes expliquem quais evidências alteraram sua interpretação e como as condições do problema influenciaram o resultado. Evite limitar o encerramento a um relato do que foi feito.",100,true
7d652e2d-b567-5346-9839-0cfb091cf098,53ffc02e-9782-5cba-8260-4f6daa9dab86,d2acd2ee-04dc-594a-b17d-12fad7809ed4,Distinguir descrição e explicação,"Inclua critérios que diferenciem descrição de acontecimentos, explicação sustentada e avaliação de consequências. Ofereça oportunidade de revisar uma conclusão cuja relação com as evidências não esteja explícita.",80,true
e1e6a443-21e3-5b58-8eb3-5d5ff597409f,53ffc02e-9782-5cba-8260-4f6daa9dab86,8a9351ad-b616-5a0a-a296-6e06b170c4c7,Organizar deliberação compartilhada,"Quando houver decisão coletiva, estabeleça regras de participação, acesso às evidências e oportunidade de apresentar objeções. Solicite uma justificativa que considere consequências para diferentes grupos, sem reduzir deliberação à contagem de votos.",80,true
1f7ecafe-431a-5d8f-b694-aa83fcc56d3a,53ffc02e-9782-5cba-8260-4f6daa9dab86,8a9351ad-b616-5a0a-a296-6e06b170c4c7,Examinar a qualidade da participação,"Peça avaliação sobre quais contribuições foram consideradas, quais perspectivas faltaram e como a decisão poderia ser revista. Registre divergências fundamentadas e evite apresentar a maioria como garantia de verdade.",80,true
b6ec1c61-7ee5-5f60-bc03-70f9e9fe409f,53ffc02e-9782-5cba-8260-4f6daa9dab86,1c5ec06c-f1e1-56d4-b88e-438588862055,Especificar condições da experiência,"Informe objetivo, duração estimada, recursos necessários, decisões abertas aos estudantes e intervenções possíveis do professor. Quando faltar um recurso indispensável, proponha adaptação equivalente ou assinale a necessidade antes da execução.",100,true
81f2791e-2fd5-50e8-b3dd-44f3eb3b99e7,53ffc02e-9782-5cba-8260-4f6daa9dab86,1c5ec06c-f1e1-56d4-b88e-438588862055,Avaliar a qualidade educativa,"Inclua uma verificação docente sobre a relação entre experiência, compreensão do problema e possibilidades de continuidade. Não atribua valor educativo apenas à novidade, à atividade prática ou à satisfação relatada.",80,true
