id,code,education_stage,grade,component,field,knowledge_object,description,source_document
4a88692e-e7ea-5b51-b6e9-cf8e82d0344d,EF06GE08,EF_AF,6,Geografia,Formas de representação e pensamento espacial,Fenômenos naturais e sociais representados de diferentes maneiras,Medir distâncias na superfície pelas escalas gráficas e numéricas dos mapas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 384–385; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 386–387"
0773bc13-8141-573e-9dc0-1806459b3de8,EF06GE10,EF_AF,6,Geografia,"Natureza, ambientes e qualidade de vida",Biodiversidade e ciclo hidrológico,"Explicar as diferentes formas de uso do solo (rotação de terras, terraceamento, aterros etc.) e de apropriação dos recursos hídricos (sistema de irrigação, tratamento e redes de distribuição), bem como suas vantagens e desvantagens em diferentes épocas e lugares.","BRASIL. Base Nacional Comum Curricular (2018), p. 384–385; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 386–387"
3a648875-bc78-5dd6-9ca5-c0fda8a261f1,EF06GE11,EF_AF,6,Geografia,"Natureza, ambientes e qualidade de vida",Biodiversidade e ciclo hidrológico,"Analisar distintas interações das sociedades com a natureza, com base na distribuição dos componentes físico-naturais, incluindo as transformações da biodiversidade local e do mundo.","BRASIL. Base Nacional Comum Curricular (2018), p. 384–385; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 386–387"
c2f4ed57-8801-574a-bfe7-924af73b20fb,EF06GE12,EF_AF,6,Geografia,"Natureza, ambientes e qualidade de vida",Biodiversidade e ciclo hidrológico,"Identificar o consumo dos recursos hídricos e o uso das principais bacias hidrográficas no Brasil e no mundo, enfatizando as transformações nos ambientes urbanos.","BRASIL. Base Nacional Comum Curricular (2018), p. 384–385; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 386–387"
3dad31cb-dc3e-586c-bc23-4e26d4004100,EF06GE13,EF_AF,6,Geografia,"Natureza, ambientes e qualidade de vida",Atividades humanas e dinâmica climática,"Analisar consequências, vantagens e desvantagens das práticas humanas na dinâmica climática (ilha de calor etc.).","BRASIL. Base Nacional Comum Curricular (2018), p. 384–385; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 386–387"
32356a72-c663-5360-a346-514bb4be79a2,EF06HI01,EF_AF,6,História,"História: tempo, espaço e formas de registros","A questão do tempo, sincronias e diacronias: reflexões sobre o sentido das cronologias",Identificar diferentes formas de compreensão da noção de tempo e de periodização dos processos históricos (continuidades e rupturas).,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
aa2531ad-01f1-50b7-acff-79ada9a47e2c,EF06HI02,EF_AF,6,História,"História: tempo, espaço e formas de registros",Formas de registro da história e da produção do conhecimento histórico,Identificar a gênese da produção do saber histórico e analisar o significado das fontes que originaram determinadas formas de registro em sociedades e épocas distintas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
1bc3db28-e24e-5d51-b47c-5865e72d80e8,EF06HI03,EF_AF,6,História,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização",Identificar as hipóteses científicas sobre o surgimento da espécie humana e sua historicidade e analisar os significados dos mitos de fundação.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
6e326998-b0eb-5866-839c-27d5e2a2d0fa,EF06HI04,EF_AF,6,História,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização",Conhecer as teorias sobre a origem do homem americano.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
59e75fa9-b786-5df9-a693-01fdc6974307,EF06HI05,EF_AF,6,História,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização","Descrever modificações da natureza e da paisagem realizadas por diferentes tipos de sociedade, com destaque para os povos indígenas originários e povos africanos, e discutir a natureza e a lógica das transformações ocorridas.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
5bfa75f6-a021-5c69-96f1-168347c9bfac,EF06HI06,EF_AF,6,História,"História: tempo, espaço e formas de registros","As origens da humanidade, seus deslocamentos e os processos de sedentarização",Identificar geograficamente as rotas de povoamento no território americano.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
c6d0c204-cc16-5ba8-aaa0-18819a36468d,EF06HI07,EF_AF,6,História,A invenção do mundo clássico e o contraponto com outras sociedades,"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos) Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais","Identificar aspectos e formas de registro das sociedades antigas na África, no Oriente Médio e nas Américas, distinguindo alguns significados presentes na cultura material e na tradição oral dessas sociedades.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
9dd2d204-1829-5fdc-9e8b-0bc62a09525b,EF06HI08,EF_AF,6,História,A invenção do mundo clássico e o contraponto com outras sociedades,"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos) Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais","Identificar os espaços territoriais ocupados e os aportes culturais, científicos, sociais e econômicos dos astecas, maias e incas e dos povos indígenas de diversas regiões brasileiras.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
a05f05a2-2c74-5edd-b99e-5914953ba187,EF06HI09,EF_AF,6,História,A invenção do mundo clássico e o contraponto com outras sociedades,O Ocidente Clássico: aspectos da cultura na Grécia e em Roma,"Discutir o conceito de Antiguidade Clássica, seu alcance e limite na tradição ocidental, assim como os impactos sobre outras sociedades e culturas.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
3d728cd8-7972-5bf8-80ec-9413e2c51c44,EF06HI10,EF_AF,6,História,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma • Domínios e expansão das culturas grega e romana • Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias","Explicar a formação da Grécia Antiga, com ênfase na formação da pólis e nas transformações políticas, sociais e culturais.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
981bf25c-2e7f-58fc-9989-da26ac261064,EF06HI11,EF_AF,6,História,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma • Domínios e expansão das culturas grega e romana • Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",Caracterizar o processo de formação da Roma Antiga e suas configurações sociais e políticas nos períodos monárquico e republicano.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
7ee1d563-dc28-5722-b439-030d59bc6894,EF06HI12,EF_AF,6,História,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma • Domínios e expansão das culturas grega e romana • Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",Associar o conceito de cidadania a dinâmicas de inclusão e exclusão na Grécia e Roma antigas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
2a39f792-c3df-5217-a1f8-33898dd5aef3,EF06HI13,EF_AF,6,História,Lógicas de organização política,"As noções de cidadania e política na Grécia e em Roma • Domínios e expansão das culturas grega e romana • Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias","Conceituar “império” no mundo antigo, com vistas à análise das diferentes formas de equilíbrio e desequilíbrio entre as partes envolvidas.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
1ce1c623-7bc4-561d-9c31-e40997853f57,EF06HI14,EF_AF,6,História,Lógicas de organização política,A passagem do mundo antigo para o mundo medieval A fragmentação do poder político na Idade Média,"Identificar e analisar diferentes formas de contato, adaptação ou exclusão entre populações em diferentes tempos e espaços.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
75f1638b-b015-5bb1-ad8a-1a0e5d83cd38,EF06HI15,EF_AF,6,História,Lógicas de organização política,"O Mediterrâneo como espaço de interação entre as sociedades da Europa, da África e do Oriente Médio","Descrever as dinâmicas de circulação de pessoas, produtos e culturas no Mediterrâneo e seu significado.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
ca4b091c-3f57-50ff-ae92-d0a0546620f3,EF06HI16,EF_AF,6,História,Trabalho e formas de organização social e cultural,"Senhores e servos no mundo antigo e no medieval Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África) Lógicas comerciais na Antiguidade romana e no mundo medieval","Caracterizar e comparar as dinâmicas de abastecimento e as formas de organização do trabalho e da vida social em diferentes sociedades e períodos, com destaque para as relações entre senhores e servos.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
5451b347-4afb-5189-bbf7-66c8de4da0e2,EF06HI17,EF_AF,6,História,Trabalho e formas de organização social e cultural,"Senhores e servos no mundo antigo e no medieval Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África) Lógicas comerciais na Antiguidade romana e no mundo medieval","Diferenciar escravidão, servidão e trabalho livre no mundo antigo.","BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
11ba99f0-0cc4-551f-9522-b097ecad0efe,EF06HI18,EF_AF,6,História,Trabalho e formas de organização social e cultural,"O papel da religião cristã, dos mosteiros e da cultura na Idade Média",Analisar o papel da religião cristã na cultura e nos modos de organização social no período medieval.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
e82dfa9e-03a2-58d3-a649-7941620d4ba8,EF06HI19,EF_AF,6,História,Trabalho e formas de organização social e cultural,"O papel da mulher na Grécia e em Roma, e no período medieval",Descrever e analisar os diferentes papéis sociais das mulheres no mundo antigo e nas sociedades medievais.,"BRASIL. Base Nacional Comum Curricular (2018), p. 420–421; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 422–423"
518eb153-57c2-5d92-88d3-08f6edc3d14a,EF06LI02,EF_AF,6,Língua Inglesa,Interação discursiva,Construção de laços afetivos e convívio social,"Coletar informações do grupo, perguntando e respondendo sobre a família, os amigos, a escola e a comunidade..","BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
040f239a-2731-546d-af10-0ff284c56e44,EF06LI04,EF_AF,6,Língua Inglesa,Compreensão oral,Estratégias de compreensão de textos orais: palavras cognatas e pistas do contexto discursivo,"Reconhecer, com o apoio de palavras cognatas e pistas do contexto discursivo, o assunto e as informações principais em textos orais sobre temas familiares.","BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
737e4005-4a5d-5acd-a68e-ba32c34833cf,EF06LI06,EF_AF,6,Língua Inglesa,Produção oral,"Produção de textos orais, com a mediação do professor","Planejar apresentação sobre a família, a comunidade e a escola, compartilhando-a oralmente com o grupo.","BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
54f1ae95-ad95-51c5-9220-424866892392,EF06LI07,EF_AF,6,Língua Inglesa,Estratégias de leitura,Hipóteses sobre a finalidade de um texto,"Formular hipóteses sobre a finalidade de um texto em língua inglesa, com base em sua estrutura, organização textual e pistas gráficas.","BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
6302d5ab-95b5-545a-9183-fe2614239921,EF06LI08,EF_AF,6,Língua Inglesa,Estratégias de leitura,"Compreensão geral e específica: leitura rápida (skimming, scanning)","Identificar o assunto de um texto, reconhecendo sua organização textual e palavras cognatas.","BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
8b7d49e9-b6ba-5107-b231-ffbc8592b2e0,EF06LI09,EF_AF,6,Língua Inglesa,Estratégias de leitura,"Compreensão geral e específica: leitura rápida (skimming, scanning)",Localizar informações específicas em texto.,"BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
c4bcb825-467c-5860-84af-a47372b0fe0a,EF06LI12,EF_AF,6,Língua Inglesa,Atitudes e disposições favoráveis do leitor,"Partilha de leitura, com mediação do professor","Interessar-se pelo texto lido, compartilhando suas ideias sobre o que o texto informa/comunica.","BRASIL. Base Nacional Comum Curricular (2018), p. 248–249; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 250–251"
75f84958-4117-5009-a637-5441db8ba102,EF06LI13,EF_AF,6,Língua Inglesa,Estratégias de escrita: pré-escrita,Planejamento do texto: brainstorming,"Listar ideias para a produção de textos, levando em conta o tema e o assunto.","BRASIL. Base Nacional Comum Curricular (2018), p. 250–251; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 252–253"
001a3c90-0d1f-51b8-8343-c547f867bc03,EF06LI14,EF_AF,6,Língua Inglesa,Estratégias de escrita: pré-escrita,Planejamento do texto: organização de ideias,"Organizar ideias, selecionando-as em função da estrutura e do objetivo do texto.","BRASIL. Base Nacional Comum Curricular (2018), p. 250–251; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 252–253"
c0ab7cdf-4403-56b3-bccd-4644be200fcc,EF06LI15,EF_AF,6,Língua Inglesa,Práticas de escrita,"Produção de textos escritos, em formatos diversos, com a mediação do professor","Produzir textos escritos em língua inglesa (histórias em quadrinhos, cartazes, chats, blogues, agendas, fotolegendas, entre outros), sobre si mesmo, sua família, seus amigos, gostos, preferências e rotinas, sua comunidade e seu contexto escolar.","BRASIL. Base Nacional Comum Curricular (2018), p. 250–251; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 252–253"
07ce2c10-5f42-53cf-9f7b-cc861109807c,EF06LI24,EF_AF,6,Língua Inglesa,A língua inglesa no mundo,Países que têm a língua inglesa como língua materna e/ou oficial,Investigar o alcance da língua inglesa no mundo: como língua materna e/ou oficial (primeira ou segunda língua).,"BRASIL. Base Nacional Comum Curricular (2018), p. 250–251; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 252–253"
9c1be915-aa65-50e2-99b7-a70fcaacddb0,EF06LI25,EF_AF,6,Língua Inglesa,A língua inglesa no cotidiano da sociedade brasileira/comunidade,Presença da língua inglesa no cotidiano,"Identificar a presença da língua inglesa na sociedade brasileira/comunidade (palavras, expressões, suportes e esferas de circulação e consumo) e seu significado.","BRASIL. Base Nacional Comum Curricular (2018), p. 250–251; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 252–253"
143a73f7-90ab-56ef-af54-d02fd5f2db86,EF06LI26,EF_AF,6,Língua Inglesa,A língua inglesa no cotidiano da sociedade brasileira/comunidade,Presença da língua inglesa no cotidiano,"Avaliar, problematizando elementos/produtos culturais de países de língua inglesa absorvidos pela sociedade brasileira/comunidade.","BRASIL. Base Nacional Comum Curricular (2018), p. 250–251; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 252–253"
ffff6351-764a-58ca-ae37-208096d74e0c,EF06LP01,EF_AF,6,Língua Portuguesa,CAMPO JORNALÍSTICO-MIDIÁTICO,"Reconstrução do contexto de produção, circulação e recepção de textos Caracterização do campo jornalístico e relação entre os gêneros em circulação, mídias e práticas da cultura digital","Reconhecer a impossibilidade de uma neutralidade absoluta no relato de fatos e identificar diferentes graus de parcialidade/ imparcialidade dados pelo recorte feito e pelos efeitos de sentido advindos de escolhas feitas pelo autor, de forma a poder desenvolver uma atitude crítica frente aos textos jornalísticos e tornar-se consciente das escolhas feitas enquanto produtor de textos.","BRASIL. Base Nacional Comum Curricular (2018), p. 162–163; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 164–165"
e5626b3a-d2d0-5074-87e0-cb555df37a59,EF06LP02,EF_AF,6,Língua Portuguesa,CAMPO JORNALÍSTICO-MIDIÁTICO,"Reconstrução do contexto de produção, circulação e recepção de textos Caracterização do campo jornalístico e relação entre os gêneros em circulação, mídias e práticas da cultura digital","Estabelecer relação entre os diferentes gêneros jornalísticos, compreendendo a centralidade da notícia.","BRASIL. Base Nacional Comum Curricular (2018), p. 162–163; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 164–165"
061cb29d-7a54-530d-9175-005d586aa368,EF06LP03,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Léxico/morfologia,Analisar diferenças de sentido entre palavras de uma série sinonímica.,"BRASIL. Base Nacional Comum Curricular (2018), p. 170–171; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 172–173"
c673b463-ee5c-5686-b5e8-8fa4873431f3,EF06LP04,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Morfossintaxe,"Analisar a função e as flexões de substantivos e adjetivos e de verbos nos modos Indicativo, Subjuntivo e Imperativo: afirmativo e negativo.","BRASIL. Base Nacional Comum Curricular (2018), p. 170–171; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 172–173"
b6a50b4a-f6d4-526a-8d9d-aea2b31d2086,EF06LP05,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Morfossintaxe,"Identificar os efeitos de sentido dos modos verbais, considerando o gênero textual e a intenção comunicativa.","BRASIL. Base Nacional Comum Curricular (2018), p. 170–171; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 172–173"
0e04dcd5-af91-5e77-873b-223262fca1d5,EF06LP06,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Morfossintaxe,"Empregar, adequadamente, as regras de concordância nominal (relações entre os substantivos e seus determinantes) e as regras de concordância verbal (relações entre o verbo e o sujeito simples e composto).","BRASIL. Base Nacional Comum Curricular (2018), p. 170–171; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 172–173"
e39d4c3c-e4c1-51df-8c37-8a12f2bc79cb,EF06LP07,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Morfossintaxe,"Identificar, em textos, períodos compostos por orações separadas por vírgula sem a utilização de conectivos, nomeando-os como períodos compostos por coordenação.","BRASIL. Base Nacional Comum Curricular (2018), p. 172–173; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 174–175"
644b320e-f579-5f28-b602-725b6082985a,EF06LP08,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Morfossintaxe,"Identificar, em texto ou sequência textual, orações como unidades constituídas em torno de um núcleo verbal e períodos como conjunto de orações conectadas.","BRASIL. Base Nacional Comum Curricular (2018), p. 172–173; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 174–175"
fdebfb7b-2f07-5a31-847d-d36c6448c974,EF06LP09,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Morfossintaxe,"Classificar, em texto ou sequência textual, os períodos simples compostos.","BRASIL. Base Nacional Comum Curricular (2018), p. 172–173; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 174–175"
71e2880a-38d5-5d37-8b1f-ba74aba60cd8,EF06LP10,EF_AF,6,Língua Portuguesa,TODOS OS CAMPOS DE ATUAÇÃO,Sintaxe,Identificar sintagmas nominais e verbais como constituintes imediatos da oração.,"BRASIL. Base Nacional Comum Curricular (2018), p. 172–173; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 174–175"
